Type,ICAO Code,IATA Code,Name,Latitude [Deg],longitude [Deg],Country Code
medium_airport,BIAR,AEY,Akureyri Airport,65.66,-18.07,IS
medium_airport,BIEG,EGS,Egilsstaðir Airport,65.28,-14.4,IS
medium_airport,BIHN,HFN,Hornafjörður Airport,64.3,-15.23,IS
medium_airport,BIHU,HZK,Húsavík Airport,65.95,-17.43,IS
medium_airport,BIIS,IFJ,Ísafjörður Airport,66.06,-23.14,IS
large_airport,BIKF,KEF,Keflavik International Airport,63.99,-22.61,IS
medium_airport,BIRK,RKV,Reykjavik Airport,64.13,-21.94,IS
large_airport,BKPR,PRN,Priština Adem Jashari International Airport,42.57,21.04,XK
medium_airport,EBAW,ANR,Antwerp International Airport (Deurne),51.19,4.46,BE
large_airport,EBBR,BRU,Brussels Airport,50.9,4.48,BE
large_airport,EBCI,CRL,Brussels South Charleroi Airport,50.46,4.45,BE
large_airport,EBLG,LGG,Liège Airport,50.64,5.44,BE
medium_airport,EBOS,OST,Ostend-Bruges International Airport,51.2,2.86,BE
medium_airport,EDAH,HDF,Heringsdorf Airport,53.88,14.15,DE
large_airport,EDDB,BER,Berlin Brandenburg Airport,52.35,13.49,DE
large_airport,EDDC,DRS,Dresden Airport,51.13,13.77,DE
medium_airport,EDDE,ERF,Erfurt Airport,50.98,10.96,DE
large_airport,EDDF,FRA,Frankfurt am Main Airport,50.03,8.57,DE
large_airport,EDDG,FMO,Münster Osnabrück Airport,52.13,7.68,DE
large_airport,EDDH,HAM,Hamburg Airport,53.63,9.99,DE
large_airport,EDDK,CGN,Cologne Bonn Airport,50.87,7.14,DE
large_airport,EDDL,DUS,Düsseldorf Airport,51.29,6.77,DE
large_airport,EDDM,MUC,Munich Airport,48.35,11.79,DE
large_airport,EDDN,NUE,Nuremberg Airport,49.5,11.08,DE
large_airport,EDDP,LEJ,Leipzig/Halle Airport,51.42,12.24,DE
medium_airport,EDDR,SCN,Saarbrücken Airport,49.21,7.11,DE
large_airport,EDDS,STR,Stuttgart Airport,48.69,9.22,DE
large_airport,EDDV,HAJ,Hannover Airport,52.46,9.69,DE
large_airport,EDDW,BRE,Bremen Airport,53.05,8.79,DE
medium_airport,EDFH,HHN,Frankfurt-Hahn Airport,49.95,7.26,DE
medium_airport,EDFM,MHG,Mannheim-City Airport,49.47,8.51,DE
medium_airport,EDHK,KEL,Kiel-Holtenau Airport,54.38,10.15,DE
medium_airport,EDHL,LBC,Lübeck Blankensee Airport,53.81,10.72,DE
medium_airport,EDJA,FMM,Memmingen Allgau Airport,47.99,10.24,DE
medium_airport,EDLP,PAD,Paderborn Lippstadt Airport,51.61,8.62,DE
medium_airport,EDLV,NRN,Weeze Airport,51.6,6.14,DE
large_airport,EDLW,DTM,Dortmund Airport,51.52,7.61,DE
medium_airport,EDNY,FDH,Friedrichshafen Airport,47.67,9.51,DE
medium_airport,EDQM,HOQ,Hof-Plauen Airport,50.29,11.86,DE
large_airport,EDSB,FKB,Karlsruhe Baden-Baden Airport,48.78,8.08,DE
medium_airport,EDVE,BWE,Braunschweig-Wolfsburg Airport,52.32,10.56,DE
medium_airport,EDVK,KSF,Kassel-Calden Airport,51.42,9.38,DE
medium_airport,EDXW,GWT,Westerland Sylt Airport,54.91,8.34,DE
medium_airport,EEKA,KDL,Kärdla Airport,58.99,22.83,EE
medium_airport,EEKE,URE,Kuressaare Airport,58.23,22.51,EE
medium_airport,EEPU,EPU,Pärnu Airport,58.42,24.47,EE
large_airport,EETN,TLL,Lennart Meri Tallinn Airport,59.41,24.83,EE
medium_airport,EETU,TAY,Tartu Airport,58.31,26.69,EE
medium_airport,EFET,ENF,Enontekio Airport,68.36,23.42,FI
large_airport,EFHK,HEL,Helsinki Vantaa Airport,60.32,24.96,FI
medium_airport,EFIV,IVL,Ivalo Airport,68.61,27.41,FI
medium_airport,EFJO,JOE,Joensuu Airport,62.66,29.61,FI
medium_airport,EFJY,JYV,Jyväskylä Airport,62.4,25.68,FI
medium_airport,EFKE,KEM,Kemi-Tornio Airport,65.78,24.58,FI
medium_airport,EFKI,KAJ,Kajaani Airport,64.29,27.69,FI
medium_airport,EFKK,KOK,Kokkola-Pietarsaari Airport,63.72,23.14,FI
medium_airport,EFKS,KAO,Kuusamo Airport,65.99,29.24,FI
medium_airport,EFKT,KTT,Kittilä Airport,67.7,24.85,FI
medium_airport,EFKU,KUO,Kuopio Airport,63.01,27.8,FI
medium_airport,EFMA,MHQ,Mariehamn Airport,60.12,19.9,FI
medium_airport,EFOU,OUL,Oulu Airport,64.93,25.35,FI
medium_airport,EFPO,POR,Pori Airport,61.46,21.8,FI
medium_airport,EFRO,RVN,Rovaniemi Airport,66.56,25.83,FI
medium_airport,EFSA,SVL,Savonlinna Airport,61.94,28.95,FI
medium_airport,EFSI,SJY,Seinäjoki Airport,62.69,22.83,FI
medium_airport,EFTP,TMP,Tampere-Pirkkala Airport,61.41,23.6,FI
medium_airport,EFTU,TKU,Turku Airport,60.51,22.26,FI
medium_airport,EFVA,VAA,Vaasa Airport,63.05,21.76,FI
medium_airport,EFVR,VRK,Varkaus Airport,62.17,27.87,FI
large_airport,EGAA,BFS,Belfast International Airport,54.66,-6.22,GB
large_airport,EGAC,BHD,George Best Belfast City Airport,54.62,-5.87,GB
medium_airport,EGAE,LDY,City of Derry Airport,55.04,-7.16,GB
large_airport,EGBB,BHX,Birmingham International Airport,52.45,-1.75,GB
medium_airport,EGBN,NQT,Nottingham Airport,52.92,-1.08,GB
large_airport,EGCC,MAN,Manchester Airport,53.35,-2.27,GB
large_airport,EGCN,DSA,Robin Hood Doncaster Sheffield Airport,53.48,-1.01,GB
medium_airport,EGEC,CAL,Campbeltown Airport,55.44,-5.69,GB
medium_airport,EGED,EOI,Eday Airport,59.19,-2.77,GB
medium_airport,EGEF,FIE,Fair Isle Airport,59.54,-1.63,GB
large_airport,EGFF,CWL,Cardiff International Airport,51.4,-3.34,GB
large_airport,EGGD,BRS,Bristol Airport,51.38,-2.72,GB
large_airport,EGGP,LPL,Liverpool John Lennon Airport,53.33,-2.85,GB
large_airport,EGGW,LTN,London Luton Airport,51.87,-0.37,GB
medium_airport,EGHC,LEQ,Land's End Airport,50.1,-5.67,GB
medium_airport,EGHE,ISC,St. Mary's Airport,49.91,-6.29,GB
large_airport,EGHH,BOH,Bournemouth Airport,50.78,-1.84,GB
large_airport,EGHI,SOU,Southampton Airport,50.95,-1.36,GB
medium_airport,EGHQ,NQY,Newquay Cornwall Airport,50.44,-5,GB
medium_airport,EGJA,ACI,Alderney Airport,49.71,-2.21,GG
medium_airport,EGJB,GCI,Guernsey Airport,49.44,-2.6,GG
medium_airport,EGJJ,JER,Jersey Airport,49.21,-2.2,JE
large_airport,EGKK,LGW,London Gatwick Airport,51.15,-0.19,GB
medium_airport,EGLC,LCY,London City Airport,51.51,0.06,GB
large_airport,EGLL,LHR,London Heathrow Airport,51.47,-0.46,GB
medium_airport,EGMC,SEN,Southend Airport,51.57,0.7,GB
medium_airport,EGMD,LYX,Lydd Airport,50.96,0.94,GB
medium_airport,EGNH,BLK,Blackpool International Airport,53.77,-3.03,GB
medium_airport,EGNJ,HUY,Humberside Airport,53.57,-0.35,GB
large_airport,EGNM,LBA,Leeds Bradford Airport,53.87,-1.66,GB
medium_airport,EGNR,CEG,Hawarden Airport,53.18,-2.98,GB
medium_airport,EGNS,IOM,Isle of Man Airport,54.08,-4.62,IM
large_airport,EGNT,NCL,Newcastle Airport,55.04,-1.69,GB
medium_airport,EGNV,MME,Durham Tees Valley Airport,54.51,-1.43,GB
large_airport,EGNX,EMA,East Midlands Airport,52.83,-1.33,GB
medium_airport,EGOV,VLY,Anglesey Airport,53.25,-4.54,GB
medium_airport,EGPA,KOI,Kirkwall Airport,58.96,-2.9,GB
medium_airport,EGPB,LSI,Sumburgh Airport,59.88,-1.3,GB
medium_airport,EGPC,WIC,Wick Airport,58.46,-3.09,GB
large_airport,EGPD,ABZ,Aberdeen Dyce Airport,57.2,-2.2,GB
medium_airport,EGPE,INV,Inverness Airport,57.54,-4.05,GB
large_airport,EGPF,GLA,Glasgow International Airport,55.87,-4.43,GB
large_airport,EGPH,EDI,Edinburgh Airport,55.95,-3.37,GB
medium_airport,EGPI,ILY,Islay Airport,55.68,-6.26,GB
medium_airport,EGPK,PIK,Glasgow Prestwick Airport,55.51,-4.59,GB
medium_airport,EGPL,BEB,Benbecula Airport,57.48,-7.36,GB
medium_airport,EGPN,DND,Dundee Airport,56.45,-3.03,GB
medium_airport,EGPO,SYY,Stornoway Airport,58.22,-6.33,GB
medium_airport,EGPR,BRR,Barra Airport,57.02,-7.44,GB
medium_airport,EGPU,TRE,Tiree Airport,56.5,-6.87,GB
large_airport,EGSH,NWI,Norwich International Airport,52.68,1.28,GB
large_airport,EGSS,STN,London Stansted Airport,51.88,0.23,GB
large_airport,EGTE,EXT,Exeter International Airport,50.73,-3.41,GB
large_airport,EGVN,BZZ,RAF Brize Norton,51.75,-1.58,GB
large_airport,EHAM,AMS,Amsterdam Airport Schiphol,52.31,4.76,NL
medium_airport,EHBK,MST,Maastricht Aachen Airport,50.91,5.77,NL
large_airport,EHEH,EIN,Eindhoven Airport,51.45,5.37,NL
medium_airport,EHGG,GRQ,Eelde Airport,53.12,6.58,NL
medium_airport,EHRD,RTM,Rotterdam The Hague Airport,51.96,4.44,NL
large_airport,EICK,ORK,Cork Airport,51.84,-8.49,IE
medium_airport,EICM,GWY,Galway Airport,53.3,-8.94,IE
medium_airport,EIDL,CFN,Donegal Airport,55.04,-8.34,IE
large_airport,EIDW,DUB,Dublin Airport,53.42,-6.27,IE
medium_airport,EIKN,NOC,Ireland West Knock Airport,53.91,-8.82,IE
medium_airport,EIKY,KIR,Kerry Airport,52.18,-9.52,IE
large_airport,EINN,SNN,Shannon Airport,52.7,-8.92,IE
medium_airport,EIWF,WAT,Waterford Airport,52.19,-7.09,IE
medium_airport,EKAH,AAR,Aarhus Airport,56.3,10.62,DK
large_airport,EKBI,BLL,Billund Airport,55.74,9.15,DK
large_airport,EKCH,CPH,Copenhagen Kastrup Airport,55.62,12.66,DK
medium_airport,EKEB,EBJ,Esbjerg Airport,55.53,8.55,DK
medium_airport,EKKA,KRP,Karup Airport,56.3,9.12,DK
medium_airport,EKOD,ODE,Odense Airport,55.48,10.33,DK
medium_airport,EKRN,RNN,Bornholm Airport,55.06,14.76,DK
medium_airport,EKSB,SGD,Sønderborg Airport,54.96,9.79,DK
medium_airport,EKSN,CNL,Sindal Airport,57.5,10.23,DK
medium_airport,EKVG,FAE,Vágar Airport,62.06,-7.28,FO
large_airport,EKYT,AAL,Aalborg Airport,57.09,9.85,DK
large_airport,ELLX,LUX,Luxembourg-Findel International Airport,49.62,6.2,LU
medium_airport,ENAL,AES,Ålesund Airport,62.56,6.12,NO
medium_airport,ENAN,ANX,Andøya Airport,69.29,16.14,NO
medium_airport,ENAT,ALF,Alta Airport,69.98,23.37,NO
medium_airport,ENBN,BNN,Brønnøysund Airport,65.46,12.22,NO
large_airport,ENBO,BOO,Bodø Airport,67.27,14.37,NO
large_airport,ENBR,BGO,Bergen Airport Flesland,60.29,5.22,NO
medium_airport,ENBS,BJF,Båtsfjord Airport,70.6,29.69,NO
medium_airport,ENBV,BVG,Berlevåg Airport,70.87,29.03,NO
medium_airport,ENCN,KRS,Kristiansand Airport,58.2,8.09,NO
medium_airport,ENDU,BDU,Bardufoss Airport,69.06,18.54,NO
medium_airport,ENEV,EVE,Harstad/Narvik Airport Evenes,68.49,16.68,NO
medium_airport,ENFG,VDB,Leirin Airport,61.02,9.29,NO
medium_airport,ENFL,FRO,Florø Airport,61.58,5.02,NO
large_airport,ENGM,OSL,Oslo Gardermoen Airport,60.19,11.1,NO
medium_airport,ENHD,HAU,Haugesund Airport,59.35,5.21,NO
medium_airport,ENHF,HFT,Hammerfest Airport,70.68,23.67,NO
medium_airport,ENHV,HVG,Valan Airport,71.01,25.98,NO
medium_airport,ENKB,KSU,Kristiansund Airport (Kvernberget),63.11,7.82,NO
medium_airport,ENKR,KKN,Kirkenes Airport (Høybuktmoen),69.73,29.89,NO
medium_airport,ENLK,LKN,Leknes Airport,68.15,13.61,NO
medium_airport,ENMH,MEH,Mehamn Airport,71.03,27.83,NO
medium_airport,ENML,MOL,Molde Airport,62.74,7.26,NO
medium_airport,ENMS,MJF,Mosjøen Airport (Kjærstad),65.78,13.21,NO
medium_airport,ENNA,LKL,Banak Airport,70.07,24.97,NO
medium_airport,ENNO,NTB,Notodden Airport,59.57,9.21,NO
medium_airport,ENOL,OLA,Ørland Airport,63.7,9.6,NO
medium_airport,ENOV,HOV,Ørsta-Volda Airport Hovden,62.18,6.07,NO
medium_airport,ENRA,MQN,Mo i Rana Airport Røssvoll,66.36,14.3,NO
medium_airport,ENRM,RVK,Rørvik Airport Ryum,64.84,11.15,NO
medium_airport,ENRO,RRS,Røros Airport,62.58,11.34,NO
medium_airport,ENSB,LYR,Svalbard Airport Longyear,78.25,15.47,NO
medium_airport,ENSH,SVJ,Svolvær Helle Airport,68.24,14.67,NO
medium_airport,ENSK,SKN,Stokmarknes Skagen Airport,68.58,15.03,NO
medium_airport,ENSO,SRP,Stord Airport,59.79,5.34,NO
medium_airport,ENSR,SOJ,Sørkjosen Airport,69.79,20.96,NO
medium_airport,ENSS,VAW,Vardø Airport Svartnes,70.36,31.04,NO
medium_airport,ENST,SSJ,Sandnessjøen Airport (Stokka),65.96,12.47,NO
large_airport,ENTC,TOS,Tromsø Airport,69.68,18.92,NO
medium_airport,ENTO,TRF,Sandefjord Airport Torp,59.19,10.26,NO
large_airport,ENVA,TRD,Trondheim Airport Værnes,63.46,10.92,NO
medium_airport,ENVD,VDS,Vadsø Airport,70.07,29.84,NO
large_airport,ENZV,SVG,Stavanger Airport Sola,58.88,5.64,NO
medium_airport,EPBY,BZG,Bydgoszcz Ignacy Jan Paderewski Airport,53.1,17.98,PL
large_airport,EPGD,GDN,Gdańsk Lech Wałęsa Airport,54.38,18.47,PL
large_airport,EPKK,KRK,Kraków John Paul II International Airport,50.08,19.78,PL
large_airport,EPKT,KTW,Katowice International Airport,50.47,19.08,PL
medium_airport,EPLL,LCJ,Łódź Władysław Reymont Airport,51.72,19.4,PL
large_airport,EPMO,WMI,Modlin Airport,52.45,20.65,PL
large_airport,EPPO,POZ,Poznań-Ławica Airport,52.42,16.83,PL
medium_airport,EPRA,RDO,Radom Airport,51.39,21.21,PL
medium_airport,EPRZ,RZE,Rzeszów-Jasionka Airport,50.11,22.02,PL
medium_airport,EPSC,SZZ,Szczecin-Goleniów Solidarność Airport,53.58,14.9,PL
medium_airport,EPSY,SZY,Olsztyn-Mazury Airport,53.48,20.94,PL
large_airport,EPWA,WAW,Warsaw Chopin Airport,52.17,20.97,PL
large_airport,EPWR,WRO,Copernicus Wrocław Airport,51.1,16.89,PL
medium_airport,EPZG,IEG,Zielona Góra-Babimost Airport,52.14,15.8,PL
medium_airport,ESDF,RNB,Ronneby Airport,56.27,15.27,SE
large_airport,ESGG,GOT,Gothenburg-Landvetter Airport,57.66,12.28,SE
medium_airport,ESGJ,JKG,Jönköping Airport,57.76,14.07,SE
medium_airport,ESGT,THN,Trollhättan-Vänersborg Airport,58.32,12.35,SE
medium_airport,ESKM,MXX,Mora Airport,60.96,14.51,SE
medium_airport,ESKN,NYO,Stockholm Skavsta Airport,58.79,16.91,SE
medium_airport,ESMK,KID,Kristianstad Airport,55.92,14.09,SE
medium_airport,ESMQ,KLR,Kalmar Airport,56.69,16.29,SE
large_airport,ESMS,MMX,Malmö Sturup Airport,55.54,13.38,SE
medium_airport,ESMT,HAD,Halmstad Airport,56.69,12.82,SE
medium_airport,ESMX,VXO,Växjö Kronoberg Airport,56.93,14.73,SE
medium_airport,ESND,EVG,Sveg Airport,62.05,14.42,SE
medium_airport,ESNG,GEV,Gällivare Airport,67.13,20.81,SE
medium_airport,ESNK,KRF,Kramfors Sollefteå Airport,63.05,17.77,SE
medium_airport,ESNL,LYC,Lycksele Airport,64.55,18.72,SE
medium_airport,ESNN,SDL,Sundsvall-Härnösand Airport,62.53,17.44,SE
medium_airport,ESNO,OER,Örnsköldsvik Airport,63.41,18.99,SE
medium_airport,ESNQ,KRN,Kiruna Airport,67.82,20.34,SE
medium_airport,ESNS,SFT,Skellefteå Airport,64.62,21.08,SE
medium_airport,ESNU,UME,Umeå Airport,63.79,20.28,SE
medium_airport,ESNV,VHM,Vilhelmina Airport,64.58,16.83,SE
medium_airport,ESNX,AJR,Arvidsjaur Airport,65.59,19.28,SE
medium_airport,ESNZ,OSD,Åre Östersund Airport,63.19,14.5,SE
medium_airport,ESOE,ORB,Örebro Airport,59.22,15.04,SE
medium_airport,ESOH,HFS,Hagfors Airport,60.02,13.58,SE
medium_airport,ESOK,KSD,Karlstad Airport,59.44,13.34,SE
medium_airport,ESOW,VST,Stockholm Västerås Airport,59.59,16.63,SE
large_airport,ESPA,LLA,Luleå Airport,65.54,22.12,SE
large_airport,ESSA,ARN,Stockholm-Arlanda Airport,59.65,17.92,SE
medium_airport,ESSB,BMA,Stockholm-Bromma Airport,59.35,17.94,SE
medium_airport,ESSD,BLE,Borlange Airport,60.42,15.52,SE
medium_airport,ESSL,LPI,Linköping City Airport,58.41,15.68,SE
medium_airport,ESSP,NRK,Norrköping Airport,58.59,16.25,SE
medium_airport,ESST,TYF,Torsby Airport,60.16,12.99,SE
medium_airport,ESSV,VBY,Visby Airport,57.66,18.35,SE
medium_airport,ESTA,AGH,Ängelholm-Helsingborg Airport,56.3,12.85,SE
medium_airport,ESUD,SQO,Storuman Airport,64.96,17.7,SE
medium_airport,ESUT,HMV,Hemavan Airport,65.81,15.08,SE
medium_airport,ETNL,RLG,Rostock-Laage Airport,53.92,12.28,DE
medium_airport,EVLA,LPX,Liepāja International Airport,56.52,21.1,LV
large_airport,EVRA,RIX,Riga International Airport,56.92,23.97,LV
medium_airport,EVVA,VNT,Ventspils International Airport,57.36,21.54,LV
medium_airport,EYKA,KUN,Kaunas International Airport,54.96,24.08,LT
medium_airport,EYPA,PLQ,Palanga International Airport,55.97,21.09,LT
large_airport,EYVI,VNO,Vilnius International Airport,54.63,25.29,LT
medium_airport,GB-OUK,OUK,Outer Skerries Airport,60.43,-0.75,GB
medium_airport,GCFV,FUE,Fuerteventura Airport,28.45,-13.86,ES
medium_airport,GCHI,VDE,Hierro Airport,27.81,-17.89,ES
large_airport,GCLA,SPC,La Palma Airport,28.63,-17.76,ES
large_airport,GCLP,LPA,Gran Canaria Airport,27.93,-15.39,ES
medium_airport,GCRR,ACE,Lanzarote Airport,28.95,-13.61,ES
large_airport,GCTS,TFS,Tenerife South Airport,28.04,-16.57,ES
large_airport,GCXO,TFN,Tenerife Norte Airport,28.48,-16.34,ES
medium_airport,GEML,MLN,Melilla Airport,35.28,-2.96,ES
large_airport,LATI,TIA,Tirana International Airport Mother Teresa,41.41,19.72,AL
large_airport,LBBG,BOJ,Burgas Airport,42.57,27.52,BG
medium_airport,LBPD,PDV,Plovdiv International Airport,42.07,24.85,BG
large_airport,LBSF,SOF,Sofia Airport,42.7,23.41,BG
large_airport,LBWN,VAR,Varna Airport,43.23,27.83,BG
medium_airport,LDDU,DBV,Dubrovnik Airport,42.56,18.27,HR
medium_airport,LDPL,PUY,Pula Airport,44.89,13.92,HR
medium_airport,LDRI,RJK,Rijeka Airport,45.22,14.57,HR
medium_airport,LDSB,BWK,Bol Airport,43.29,16.68,HR
medium_airport,LDSP,SPU,Split Airport,43.54,16.3,HR
large_airport,LDZA,ZAG,Zagreb Airport,45.74,16.07,HR
medium_airport,LDZD,ZAD,Zadar Airport,44.11,15.35,HR
medium_airport,LEAB,ABC,Albacete-Los Llanos Airport,38.95,-1.86,ES
large_airport,LEAL,ALC,Alicante International Airport,38.28,-0.56,ES
medium_airport,LEAM,LEI,Almería International Airport,36.84,-2.37,ES
medium_airport,LEAS,OVD,Asturias Airport,43.56,-6.03,ES
medium_airport,LEBB,BIO,Bilbao Airport,43.3,-2.91,ES
large_airport,LEBL,BCN,Barcelona International Airport,41.3,2.08,ES
medium_airport,LEBZ,BJZ,Badajoz Airport,38.89,-6.82,ES
medium_airport,LECH,CDT,Castellón-Costa Azahar Airport,40.21,0.07,ES
medium_airport,LECO,LCG,A Coruña Airport,43.3,-8.38,ES
medium_airport,LEDA,ILD,Lleida-Alguaire Airport,41.73,0.54,ES
medium_airport,LEGE,GRO,Girona Airport,41.9,2.76,ES
medium_airport,LEGR,GRX,Federico Garcia Lorca Airport,37.19,-3.78,ES
medium_airport,LEIB,IBZ,Ibiza Airport,38.87,1.37,ES
medium_airport,LEJR,XRY,Jerez Airport,36.74,-6.06,ES
medium_airport,LELC,MJV,San Javier Airport,37.78,-0.81,ES
large_airport,LEMD,MAD,Adolfo Suárez Madrid–Barajas Airport,40.47,-3.56,ES
large_airport,LEMG,AGP,Málaga Airport,36.67,-4.5,ES
medium_airport,LEMH,MAH,Menorca Airport,39.86,4.22,ES
large_airport,LEPA,PMI,Palma De Mallorca Airport,39.55,2.74,ES
medium_airport,LEPP,PNA,Pamplona Airport,42.77,-1.65,ES
medium_airport,LERS,REU,Reus Air Base,41.15,1.17,ES
medium_airport,LESA,SLM,Salamanca Airport,40.95,-5.5,ES
medium_airport,LESO,EAS,San Sebastian Airport,43.36,-1.79,ES
large_airport,LEST,SCQ,Santiago de Compostela Airport,42.9,-8.42,ES
medium_airport,LEVC,VLC,Valencia Airport,39.49,-0.48,ES
medium_airport,LEVD,VLL,Valladolid Airport,41.71,-4.85,ES
medium_airport,LEVT,VIT,Vitoria/Foronda Airport,42.88,-2.72,ES
medium_airport,LEVX,VGO,Vigo Airport,42.23,-8.63,ES
medium_airport,LEXJ,SDR,Santander Airport,43.43,-3.82,ES
medium_airport,LEZG,ZAZ,Zaragoza Air Base,41.67,-1.04,ES
medium_airport,LEZL,SVQ,Sevilla Airport,37.42,-5.89,ES
medium_airport,LFBA,AGF,Agen-La Garenne Airport,44.17,0.59,FR
large_airport,LFBD,BOD,Bordeaux-Mérignac Airport,44.83,-0.72,FR
